customerID,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churned,DaysCustomer,ChurnSeasonality,gender,Partner,Dependents,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MultipleLines,HasInternet,HasPhone,NotChurned
9867-JCZSP,One year,False,Mailed check,20.75,418.25,False,518,-0.8708229664552753,True,True,True,False,False,False,False,False,False,False,False,False,True,True
4671-VJLCL,Two year,True,Credit card (automatic),79.85,4861.45,False,1918,-0.007525989381746225,True,False,False,False,True,True,True,True,True,False,True,True,True,True
4080-IIARD,Month-to-month,True,Electronic check,76.2,981.45,False,396,0.8633250245021008,True,True,False,False,True,True,False,True,True,False,True,True,True,True
3714-NTNFO,Month-to-month,True,Electronic check,84.5,3906.7,False,1492,0.8611467540480452,True,False,False,True,False,False,False,False,False,True,True,True,True,True
5948-UJZLF,Month-to-month,False,Mailed check,49.25,97.0,False,62,0.4831474640149687,False,False,False,False,False,True,False,False,False,False,False,True,True,True
7760-OYPDY,Month-to-month,True,Electronic check,80.65,144.15,True,61,0.4981366284784055,True,False,False,True,False,False,False,False,True,False,False,True,True,False
7639-LIAYI,Two year,True,Credit card (automatic),79.75,4217.8,False,1584,-0.518505144391157,False,False,False,False,True,False,False,True,True,True,True,True,True,True
2954-PIBKO,Two year,True,Credit card (automatic),64.15,4254.1,False,2102,0.03117434158878077,True,True,True,False,True,False,True,True,False,False,True,True,True,True
8012-SOUDQ,Month-to-month,True,Electronic check,90.25,3838.75,False,1310,-0.8556314858488708,True,False,False,True,False,True,False,False,True,False,True,True,True,True
9420-LOJKX,Month-to-month,True,Credit card (automatic),99.1,1426.4,True,456,0.009676212407230208,True,False,False,True,True,True,False,False,True,True,False,True,True,False
6575-SUVOI,Month-to-month,True,Credit card (automatic),69.5,1752.65,False,761,0.8654873276017406,True,True,False,False,True,False,False,True,True,False,True,True,True,True
7495-OOKFY,Month-to-month,True,Credit card (automatic),80.65,633.3,True,245,-0.4774894280028391,True,True,False,True,False,True,False,False,False,False,True,True,True,False
4667-QONEA,One year,True,Credit card (automatic),74.85,4456.35,False,1826,0.9999907524084426,True,True,True,False,True,True,True,True,False,True,False,True,True,True
1658-BYGOY,Month-to-month,True,Electronic check,95.45,1752.55,True,549,-0.9998127418269003,False,False,False,True,False,False,False,False,True,True,True,True,True,False
8769-KKTPH,One year,True,Credit card (automatic),99.65,6311.2,False,1918,-0.007525989381746225,True,True,True,True,True,False,False,False,True,True,True,True,True,True
5067-XJQFU,One year,True,Electronic check,108.45,7076.35,False,2010,-0.9998127418269003,False,True,True,True,False,True,True,True,True,True,True,True,True,True
3957-SQXML,Two year,False,Credit card (automatic),24.95,894.3,False,1036,0.5166652778119314,True,True,True,False,False,False,False,False,False,False,True,False,True,True
5954-BDFSG,Two year,True,Credit card (automatic),107.5,7853.7,False,2191,0.9999630098048061,True,False,False,True,False,False,True,True,True,True,True,True,True,True
0434-CSFON,Month-to-month,True,Electronic check,100.5,4707.1,False,1432,0.8781236129591843,True,True,False,True,False,False,True,False,True,True,True,True,True,True
1215-FIGMP,Month-to-month,True,Bank transfer (automatic),89.9,5450.7,False,1826,0.9999907524084426,False,False,False,True,False,True,False,False,True,False,True,True,True,True
0526-SXDJP,Two year,False,Bank transfer (automatic),42.1,2962.0,False,2191,0.9999630098048061,False,True,False,False,True,True,True,False,False,False,False,True,False,True
0557-ASKVU,One year,True,Credit card (automatic),54.4,957.1,False,549,-0.9998127418269003,True,True,True,False,False,False,True,True,False,False,False,True,True,True
5698-BQJOH,Month-to-month,False,Electronic check,94.4,857.25,True,275,0.018276557681691223,True,False,False,True,False,False,False,False,True,True,True,True,True,False
5122-CYFXA,Month-to-month,True,Electronic check,75.3,244.1,False,92,-0.011826390691832589,True,False,False,False,False,True,False,True,True,True,False,True,True,True
8627-ZYGSZ,One year,True,Electronic check,78.9,3650.35,False,1432,0.8781236129591843,False,True,False,True,False,True,False,False,False,False,True,True,True,True
3410-YOQBQ,Two year,False,Mailed check,79.2,2497.2,False,945,-0.8533976488498015,True,False,False,False,False,True,True,True,True,True,False,True,True,True
3170-NMYVV,Two year,False,Bank transfer (automatic),20.15,930.9,False,1523,0.4831474640149687,True,True,True,False,False,False,False,False,False,False,False,False,True,True
7410-OIEDU,Month-to-month,True,Mailed check,79.85,887.35,False,306,0.5240103253675756,False,False,False,True,True,False,True,False,False,False,False,True,True,True
2273-QCKXA,Month-to-month,False,Mailed check,49.05,49.05,False,31,0.8611467540480452,False,False,False,False,False,False,False,True,False,False,False,True,True,True
0731-EBJQB,One year,True,Electronic check,20.4,1090.65,False,1584,-0.518505144391157,True,True,True,False,False,False,False,False,False,False,False,False,True,True
1891-QRQSA,Two year,True,Bank transfer (automatic),111.6,7099.0,False,1949,-0.5148230222752144,False,True,True,True,True,False,True,True,True,True,True,True,True,True
8028-PNXHQ,Two year,True,Bank transfer (automatic),24.25,1424.6,False,1888,0.4869083326684237,False,True,True,False,False,False,False,False,False,False,True,False,True,True
5630-AHZIL,Month-to-month,True,Bank transfer (automatic),64.5,177.4,False,92,-0.011826390691832589,True,False,True,False,True,False,False,True,False,True,False,True,True,True
2673-CXQEU,One year,False,Electronic check,110.5,6139.5,False,1706,-0.4774894280028391,True,False,False,True,True,True,True,False,True,True,True,True,True,True
6416-JNVRK,One year,False,Credit card (automatic),55.65,2688.85,False,1401,0.5129783862992282,True,False,False,False,False,False,False,False,False,True,False,True,True,True
5590-ZSKRV,Month-to-month,False,Mailed check,54.65,482.25,False,245,-0.4774894280028391,True,True,True,False,True,True,False,False,False,False,False,True,True,True
0191-ZHSKZ,Month-to-month,True,Electronic check,74.75,2111.3,False,914,-0.9998867189676517,False,False,False,False,True,True,False,False,True,True,False,True,True,True
3887-PBQAO,One year,True,Credit card (automatic),25.9,1216.6,False,1371,0.02257626304154546,True,True,True,False,False,False,False,False,False,False,True,False,True,True
5919-TMRGD,Month-to-month,True,Electronic check,79.35,79.35,True,30,0.8697638720650646,True,False,True,True,False,False,False,False,True,False,False,True,True,False
8108-UXRQN,Month-to-month,False,Electronic check,50.55,565.35,False,337,0.8842230238742036,True,True,True,False,True,False,False,False,True,True,False,True,False,True
9191-MYQKX,Month-to-month,True,Bank transfer (automatic),75.15,496.9,True,214,-0.8578494977869301,True,True,False,True,False,False,True,False,False,False,False,True,True,False
9919-YLNNG,Month-to-month,True,Bank transfer (automatic),103.8,4327.5,False,1279,-0.9999422030204416,True,False,False,True,False,True,True,True,True,True,False,True,True,True
0318-ZOPWS,Two year,True,Bank transfer (automatic),20.15,973.35,False,1492,0.8611467540480452,True,True,False,False,False,False,False,False,False,False,False,False,True,True
4445-ZJNMU,Month-to-month,True,Credit card (automatic),99.3,918.75,False,276,0.03547255575312556,False,False,False,True,False,True,False,False,True,True,True,True,True,True
4808-YNLEU,One year,True,Bank transfer (automatic),62.15,2215.45,False,1067,0.8801730414269227,True,True,False,False,True,False,False,False,True,False,False,True,True,True
1862-QRWPE,Two year,False,Bank transfer (automatic),20.65,1057.0,False,1461,1.0,True,True,True,False,False,False,False,False,False,False,False,False,True,True
2796-NNUFI,Two year,True,Mailed check,19.95,927.1,False,1401,0.5129783862992282,True,True,True,False,False,False,False,False,False,False,False,False,True,True
3016-KSVCP,Month-to-month,False,Mailed check,33.75,1009.25,False,883,-0.8687007560596847,False,True,False,False,False,False,False,False,True,False,False,True,False,True
4767-HZZHQ,Month-to-month,False,Bank transfer (automatic),82.05,2570.2,False,914,-0.9998867189676517,False,True,True,True,False,True,True,False,False,False,False,True,True,True
2424-WVHPL,Month-to-month,False,Electronic check,74.7,74.7,False,31,0.8611467540480452,False,False,False,True,False,False,False,True,False,False,False,True,True,True
7233-PAHHL,Two year,True,Mailed check,84.0,5714.25,False,2010,-0.9998127418269003,False,True,True,False,True,False,True,True,True,True,True,True,True,True
6067-NGCEU,Month-to-month,True,Credit card (automatic),111.05,7107.0,False,1979,-0.8708229664552753,True,False,False,True,True,True,True,False,True,True,True,True,True,True
9848-JQJTX,Two year,True,Bank transfer (automatic),100.9,7459.05,False,2191,0.9999630098048061,False,False,False,True,False,True,True,False,True,True,True,True,True,True
8637-XJIVR,Month-to-month,True,Electronic check,78.95,927.35,True,365,0.9999907524084426,True,False,False,True,True,False,False,False,False,False,True,True,True,False
9803-FTJCG,One year,True,Credit card (automatic),66.85,4748.7,False,2163,0.8822061909330865,False,True,True,False,True,True,False,True,False,False,True,True,True,True
0278-YXOOG,Month-to-month,False,Mailed check,21.05,113.85,True,153,-0.8729290708206411,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3212-KXOCR,Two year,False,Bank transfer (automatic),21.0,1107.2,False,1584,-0.518505144391157,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4598-XLKNJ,Month-to-month,True,Electronic check,98.5,2514.5,True,761,0.8654873276017406,True,True,False,True,False,True,True,False,True,True,False,True,True,False
6380-ARCEH,Month-to-month,False,Mailed check,20.2,20.2,False,31,0.8611467540480452,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3679-XASPY,Month-to-month,False,Electronic check,19.45,19.45,False,31,0.8611467540480452,True,True,True,False,False,False,False,False,False,False,False,False,True,True
7123-WQUHX,One year,False,Bank transfer (automatic),95.0,3605.6,False,1157,0.4944029842076186,False,False,False,True,False,False,True,True,True,False,True,True,True,True
5386-THSLQ,One year,False,Bank transfer (automatic),45.55,3027.25,False,2010,-0.9998127418269003,True,True,False,False,False,True,True,False,True,False,False,True,False,True
3192-NQECA,Two year,True,Bank transfer (automatic),110.0,7611.85,True,2071,-0.4812636743715909,False,True,False,True,False,True,True,True,True,True,True,True,True,False
6180-YBIQI,Month-to-month,False,Mailed check,24.3,100.2,False,153,-0.8729290708206411,False,False,False,False,False,False,False,False,False,False,False,True,False,True
6728-DKUCO,One year,True,Electronic check,104.15,7303.05,False,2191,0.9999630098048061,True,True,True,True,True,True,False,False,True,True,True,True,True,True
9750-BOOHV,One year,False,Mailed check,30.15,927.65,False,975,-0.4850290196805594,True,False,False,False,True,False,False,False,False,False,False,True,False,True
8597-CWYHH,One year,False,Mailed check,94.35,3921.3,False,1310,-0.8556314858488708,False,False,False,True,False,False,False,False,True,True,True,True,True,True
2848-YXSMW,Two year,False,Credit card (automatic),19.4,1363.25,False,2191,0.9999630098048061,False,True,True,False,False,False,False,False,False,False,False,False,True,True
0486-HECZI,Month-to-month,True,Electronic check,96.75,5238.9,True,1675,-0.8578494977869301,False,True,False,True,True,True,False,False,True,False,True,True,True,False
4549-ZDQYY,One year,False,Credit card (automatic),57.95,3042.25,False,1584,-0.518505144391157,True,False,False,False,True,False,True,True,False,False,False,True,True,True
5712-AHQNN,Month-to-month,True,Electronic check,91.65,3954.1,False,1310,-0.8556314858488708,True,False,False,True,False,True,True,False,True,False,False,True,True,True
4846-WHAFZ,Month-to-month,True,Electronic check,76.5,2868.15,True,1126,0.8676336233547729,True,True,False,True,False,False,False,False,False,False,True,True,True,False
5256-SKJGO,Two year,True,Electronic check,54.6,3423.5,False,1949,-0.5148230222752144,True,True,True,False,False,True,False,True,True,True,False,True,False,True
3071-VBYPO,Month-to-month,False,Electronic check,89.85,248.4,False,92,-0.011826390691832589,False,True,True,True,True,True,False,False,True,False,False,True,True,True
9560-BBZXK,Two year,False,Bank transfer (automatic),31.05,1126.35,False,1095,0.9999167727021953,True,False,False,False,True,False,False,False,False,False,False,True,False,True
5299-RULOA,Month-to-month,True,Electronic check,100.25,1064.65,True,303,0.4793776594606945,True,True,True,True,True,False,False,False,True,True,True,True,True,False
8402-OOOHJ,Two year,False,Mailed check,20.65,835.15,False,1248,-0.8665624788845384,True,False,False,False,False,False,False,False,False,False,False,False,True,True
9445-ZUEQE,Month-to-month,True,Credit card (automatic),85.2,2151.6,False,822,-0.0032254488771079042,False,True,True,True,False,True,False,True,False,False,True,True,True,True
1091-SOZGA,One year,True,Credit card (automatic),99.8,5515.45,False,1706,-0.4774894280028391,True,True,True,True,False,False,True,False,True,True,True,True,True,True
2928-HLDBA,Month-to-month,False,Mailed check,20.7,112.75,False,184,-0.9997202729664083,True,False,False,False,False,False,False,False,False,False,False,False,True,True
0404-SWRVG,Month-to-month,True,Electronic check,74.4,229.55,True,91,0.005375731557583884,False,False,False,True,False,False,False,False,False,False,True,True,True,False
6497-TILVL,Month-to-month,False,Mailed check,50.7,350.35,False,215,-0.8488826652214553,True,True,True,False,True,False,False,False,False,False,False,True,True,True
7219-TLZHO,Month-to-month,False,Mailed check,20.85,62.9,False,123,-0.518505144391157,True,True,True,False,False,False,False,False,False,False,False,False,True,True
4622-YNKIJ,Two year,True,Electronic check,88.95,3027.65,False,1006,0.026875550849279808,False,False,False,True,True,False,False,True,True,False,False,True,True,True
4412-YLTKF,Month-to-month,True,Electronic check,78.05,2135.5,True,822,-0.0032254488771079042,True,False,False,True,False,False,True,False,False,False,True,True,True,False
6734-PSBAW,Two year,True,Bank transfer (automatic),23.55,1723.95,False,2191,0.9999630098048061,False,True,False,False,False,False,False,False,False,False,True,False,True,True
3930-ZGWVE,Month-to-month,False,Mailed check,19.75,19.75,False,31,0.8611467540480452,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2639-UGMAZ,One year,True,Electronic check,56.45,3985.35,False,2163,0.8822061909330865,False,False,False,False,True,True,False,False,True,True,False,True,False,True
2876-GZYZC,Month-to-month,True,Electronic check,85.95,1215.65,False,396,0.8633250245021008,True,False,False,True,False,False,False,False,False,True,True,True,True,True
6207-WIOLX,Month-to-month,True,Credit card (automatic),58.6,1502.65,True,761,0.8654873276017406,True,True,True,False,True,True,True,False,True,True,False,True,False,False
8587-XYZSF,Two year,False,Bank transfer (automatic),50.55,3260.1,False,2041,-0.8511480281049473,False,False,False,False,False,False,False,True,False,False,False,True,True,True
3091-FYHKI,Month-to-month,True,Electronic check,35.45,35.45,True,31,0.8611467540480452,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2372-HWUHI,Month-to-month,False,Electronic check,44.35,81.25,True,61,0.4981366284784055,False,False,False,False,False,False,False,False,False,False,False,True,True,False
7799-LGRDP,Two year,True,Credit card (automatic),25.7,1188.2,False,1310,-0.8556314858488708,True,False,False,False,False,False,False,False,False,False,True,False,True,True
7850-VWJUU,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,False,702,0.8822061909330865,True,False,False,True,True,False,False,False,False,False,False,True,True,True
3774-VBNXY,Two year,False,Mailed check,20.2,1277.75,False,1949,-0.5148230222752144,True,True,True,False,False,False,False,False,False,False,False,False,True,True
6217-KDYWC,Two year,True,Mailed check,19.6,1170.55,False,1737,0.03547255575312556,False,False,True,False,False,False,False,False,False,False,False,False,True,True
0390-DCFDQ,Month-to-month,True,Mailed check,70.45,70.45,True,31,0.8611467540480452,True,True,False,True,False,False,False,False,False,False,False,True,True,False
3146-MSEGF,Two year,True,Credit card (automatic),88.05,6425.65,False,2191,0.9999630098048061,True,True,True,False,True,True,True,True,True,True,True,True,True,True
4080-OGPJL,Month-to-month,False,Electronic check,71.15,563.65,True,242,-0.522177676659508,True,False,False,False,True,False,False,True,False,True,True,True,True,False
1095-WGNGG,Two year,True,Bank transfer (automatic),101.05,5971.25,False,1857,0.8633250245021008,True,True,False,True,False,True,False,False,True,True,True,True,True,True
2636-SJDOU,One year,True,Credit card (automatic),84.3,5289.05,False,1949,-0.5148230222752144,False,False,False,True,True,True,False,False,False,False,True,True,True,True
1131-QQZEB,Two year,False,Bank transfer (automatic),23.95,1756.2,False,2163,0.8822061909330865,False,True,False,False,False,False,False,False,False,False,True,False,True,True
5716-EZXZN,Two year,True,Credit card (automatic),99.05,6416.7,False,1979,-0.8708229664552753,True,True,True,True,True,True,False,True,True,False,True,True,True,True
6837-BJYDQ,One year,False,Mailed check,19.6,61.35,False,92,-0.011826390691832589,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2135-RXIHG,Month-to-month,True,Electronic check,45.65,45.65,True,31,0.8611467540480452,False,False,False,False,False,False,False,False,False,False,False,True,True,False
6440-DKQGE,One year,False,Credit card (automatic),64.5,1929.95,False,914,-0.9998867189676517,False,False,True,False,False,True,True,False,True,False,False,True,True,True
3466-BYAVD,Month-to-month,True,Mailed check,69.5,1071.4,False,457,-0.007525989381746225,False,True,True,False,False,True,True,True,False,True,False,True,True,True
3780-YVMFA,Month-to-month,True,Electronic check,68.55,564.35,False,245,-0.4774894280028391,True,True,True,False,False,False,False,True,True,True,False,True,True,True
3874-EQOEP,Month-to-month,False,Mailed check,95.0,655.5,True,214,-0.8578494977869301,False,False,False,True,False,False,False,False,True,True,True,True,True,False
1679-JRFBR,One year,True,Credit card (automatic),108.15,7930.55,False,2132,0.5203426135057131,True,True,True,True,True,True,True,False,True,True,True,True,True,True
9073-ZZIAY,Two year,False,Electronic check,86.1,5215.25,False,1888,0.4869083326684237,False,True,True,False,True,True,True,True,True,True,False,True,True,True
3077-RSNTJ,Month-to-month,False,Mailed check,19.7,113.5,False,184,-0.9997202729664083,True,True,True,False,False,False,False,False,False,False,False,False,True,True
6551-GNYDG,Month-to-month,True,Bank transfer (automatic),80.9,1152.8,False,427,0.4869083326684237,True,True,True,True,False,False,False,False,False,True,False,True,True,True
9167-APMXZ,Month-to-month,True,Bank transfer (automatic),84.15,1821.95,False,671,0.5203426135057131,True,False,False,True,False,False,False,False,True,False,True,True,True,True
2749-CTKAJ,One year,False,Mailed check,20.15,419.9,False,671,0.5203426135057131,False,True,True,False,False,False,False,False,False,False,False,False,True,True
6371-NZYEG,Two year,False,Mailed check,64.25,1024.0,False,488,-0.5148230222752144,False,True,True,False,True,False,True,False,True,False,False,True,True,True
7554-NEWDD,Two year,False,Bank transfer (automatic),25.7,251.6,False,306,0.5240103253675756,False,False,False,False,False,False,False,False,False,False,True,False,True,True
8992-VONJD,Month-to-month,True,Electronic check,56.0,764.55,False,396,0.8633250245021008,True,False,True,False,True,True,False,False,False,False,False,True,True,True
0867-MKZVY,Month-to-month,False,Electronic check,82.4,1592.35,True,610,-0.4812636743715909,True,True,False,True,True,False,False,False,False,False,True,True,True,False
4482-EWFMI,Month-to-month,True,Electronic check,69.7,135.2,False,62,0.4831474640149687,True,False,False,True,False,False,False,False,False,False,False,True,True,True
4648-YPBTM,Two year,True,Bank transfer (automatic),73.9,3958.25,False,1614,-0.8729290708206411,False,False,False,False,False,True,True,True,False,True,True,True,True,True
2907-ILJBN,One year,False,Mailed check,20.6,233.9,False,337,0.8842230238742036,True,True,True,False,False,False,False,False,False,False,False,False,True,True
6345-FZOQH,Two year,False,Mailed check,19.9,1363.45,False,2102,0.03117434158878077,False,True,False,False,False,False,False,False,False,False,False,False,True,True
3376-BMGFE,Month-to-month,True,Bank transfer (automatic),70.9,273.0,True,123,-0.518505144391157,True,False,False,True,False,False,False,False,False,False,False,True,True,False
5997-OPVFA,Two year,True,Bank transfer (automatic),89.05,6254.45,False,2191,0.9999630098048061,False,True,False,False,True,True,True,True,True,True,True,True,True,True
3445-HXXGF,Month-to-month,True,Electronic check,45.3,2651.2,True,1767,0.5240103253675756,False,True,False,False,False,True,True,False,False,True,False,True,False,False
1159-WFSGR,Month-to-month,False,Electronic check,20.4,321.4,False,488,-0.5148230222752144,True,True,True,False,False,False,False,False,False,False,False,False,True,True
7654-YWJUF,One year,True,Bank transfer (automatic),84.25,3539.25,False,1310,-0.8556314858488708,False,True,False,True,True,False,True,True,False,False,False,True,True,True
1875-QIVME,Month-to-month,True,Electronic check,104.4,242.8,True,61,0.4981366284784055,True,True,False,True,False,False,True,True,True,True,True,True,True,False
6727-IOTLZ,Two year,False,Mailed check,81.95,1181.75,False,427,0.4869083326684237,False,True,False,False,False,True,True,True,True,True,False,True,True,True
0691-JVSYA,One year,True,Bank transfer (automatic),94.85,5000.2,True,1614,-0.8729290708206411,True,True,False,True,False,False,True,False,True,True,False,True,True,False
5918-VUKWP,One year,False,Bank transfer (automatic),20.55,654.55,False,975,-0.4850290196805594,True,False,False,False,False,False,False,False,False,False,False,False,True,True
1744-JHKYS,Month-to-month,False,Electronic check,24.7,780.2,False,1036,0.5166652778119314,True,True,False,False,False,False,False,False,False,False,True,False,True,True
2656-FMOKZ,Month-to-month,True,Mailed check,74.45,1145.7,True,457,-0.007525989381746225,True,False,False,True,False,False,False,False,False,False,True,True,True,False
2070-FNEXE,Month-to-month,False,Bank transfer (automatic),76.45,503.6,True,214,-0.8578494977869301,True,False,False,True,True,False,False,False,False,False,False,True,True,False
5947-SGKCL,Month-to-month,True,Bank transfer (automatic),105.35,1559.25,False,457,-0.007525989381746225,True,True,True,True,False,True,True,False,True,True,True,True,True,True
3712-PKXZA,One year,True,Credit card (automatic),20.55,1252.0,False,1857,0.8633250245021008,False,True,False,False,False,False,False,False,False,False,False,False,True,True
6317-YPKDH,Month-to-month,False,Bank transfer (automatic),29.95,29.95,True,31,0.8611467540480452,True,False,False,False,False,True,False,False,False,False,False,True,False,False
6582-OIVSP,Month-to-month,False,Mailed check,45.3,45.3,False,31,0.8611467540480452,True,False,False,False,False,False,False,False,False,False,False,True,True,True
9367-WXLCH,Month-to-month,False,Bank transfer (automatic),84.5,662.65,True,242,-0.522177676659508,False,False,False,True,False,False,False,False,False,True,True,True,True,False
